"title","release_year","runtime_minutes","rating","box_office","director_id","country_id"
"Weapons","2025","129",,"210852983",,
"My Oxford Year","2025","113",,"0",,
"The Naked Gun","2025","85",,"86540700",,
"War of the Worlds","2025","91",,"0",,
"The Pickup","2025","94",,"0",,
"Happy Gilmore 2","2025","118",,"0",,
"The Bad Guys 2","2025","104",,"155455193",,
"Together","2025","102",,"27715561",,
"The Fantastic 4: First Steps","2025","115",,"492436052",,
"Brick","2025","99",,"0",,
"Superman","2025","130",,"606658792",,
"Jurassic World Rebirth","2025","134",,"844060875",,
"The Old Guard 2","2025","107",,"0",,
"M3GAN 2.0","2025","120",,"39085199",,
"F1","2025","156",,"607126203",,
"Heads of State","2025","117",,"0",,
"KPop Demon Hunters","2025","96",,"19200000",,
"28 Years Later","2025","115",,"150367300",,
"Elio","2025","98",,"152204528",,
"Echo Valley","2025","105",,"0",,
"Deep Cover","2025","99",,"0",,
"Materialists","2025","116",,"75303614",,
"How to Train Your Dragon","2025","125",,"628789364",,
"STRAW","2025","105",,"0",,
"Predator: Killer of Killers","2025","85",,"0",,
"The Life of Chuck","2025","111",,"11495005",,
"Ballerina","2025","125",,"131794570",,
"Bring Her Back","2025","104",,"33023752",,
"The Phoenician Scheme","2025","102",,"38382371",,
"Fear Street: Prom Queen","2025","90",,"0",,
"Fountain of Youth","2025","126",,"0",,
"Mission: Impossible - The Final Reckoning","2025","170",,"597913515",,
"Lilo & Stitch","2025","108",,"1032075644",,
"Final Destination Bloodlines","2025","110",,"285330814",,
"Karate Kid: Legends","2025","94",,"105456077",,
"Clown in a Cornfield","2025","96",,"8802437",,
"Nonnas","2025","112",,"0",,
"Thunderbolts*","2025","127",,"382436917",,
"Exterritorial","2025","109",,"0",,
"Havoc","2025","107",,"0",,
"Until Dawn","2025","103",,"52794193",,
"The Accountant²","2025","133",,"102123366",,
"iHostage","2025","100",,"0",,
"Sinners","2025","138",,"365878513",,
"Drop","2025","95",,"28744699",,
"G20","2025","108",,"0",,
"Warfare","2025","95",,"31896828",,
"The Amateur","2025","123",,"95956038",,
"A Minecraft Movie","2025","101",,"955149195",,
"The Life List","2025","123",,"0",,
"The Woman in the Yard","2025","87",,"23311502",,
"Death of a Unicorn","2025","107",,"16413285",,
"A Working Man","2025","116",,"99068160",,
"The Assessment","2025","114",,"279328",,
"Locked","2025","95",,"3",,
"Ash","2025","95",,"0",,
"The Alto Knights","2025","122",,"9579515",,
"Black Bag","2025","94",,"34985600",,
"Novocaine","2025","110",,"34536061",,
"Snow White","2025","109",,"205067778",,
"Holland","2025","110",,"0",,
"The Ugly Stepsister","2025","109",,"884602",,
"Another Simple Favor","2025","123",,"0",,
"The Electric State","2025","125",,"0",,
"Mickey 17","2025","137",,"131847147",,
"Counterattack","2025","85",,"0",,
"Last Breath","2025","93",,"22761967",,
"In the Lost Lands","2025","102",,"4755330",,
"Demon City","2025","106",,"0",,
"Madly","2025","97",,"16724320",,
"Cleaner","2025","97",,"1314073",,
"The Monkey","2025","97",,"68871071",,
"The Gorge","2025","127",,"0",,
"My Fault: London","2025","118",,"0",,
"Bridget Jones: Mad About the Boy","2025","124",,"139329132",,
"Captain America: Brave New World","2025","119",,"415101577",,
"Heart Eyes","2025","97",,"33129099",,
"Love Hurts","2025","83",,"17669058",,
"Kinda Pregnant","2025","97",,"0",,
"You're Cordially Invited","2025","111",,"0",,
"Ne Zha 2","2025","144",,"2216990000",,
"Dog Man","2025","89",,"145550471",,
"Flight Risk","2025","91",,"48701987",,
"Companion","2025","97",,"36709101",,
"Presence","2025","84",,"10498407",,
"Alarum","2025","95",,"0",,
"Star Trek: Section 31","2025","96",,"0",,
"Back in Action","2025","114",,"0",,
"Wolf Man","2025","102",,"35153314",,
"Ad Vitam","2025","97",,"0",,
"Den of Thieves 2: Pantera","2025","144",,"54586117",,
"Squid Game: Making Season 2","2025","28",,"0",,
"Your Fault","2024","118",,"0",,
"Babygirl","2024","115",,"60934894",,
"Nosferatu","2024","133",,"181764515",,
"The Brutalist","2024","215",,"50145227",,
"Diamonds","2024","135",,"10115104",,
"Sonic the Hedgehog 3","2024","110",,"492162604",,
"Wallace & Gromit: Vengeance Most Fowl","2024","79",,"191452",,
"Mufasa: The Lion King","2024","118",,"722631756",,
"A Complete Unknown","2024","140",,"138003641",,
"Nickel Boys","2024","140",,"3016380",,
"Dirty Angels","2024","104",,"0",,
"Kraven the Hunter","2024","127",,"62076533",,
"The Six Triple Eight","2024","130",,"0",,
"Better Man","2024","135",,"22549151",,
"Nightbitch","2024","98",,"170737",,
"The Order","2024","116",,"1970445",,
"Carry-On","2024","120",,"0",,
"The Lord of the Rings: The War of the Rohirrim","2024","134",,"20658572",,
"Werewolves","2024","93",,"1052998",,
"The Return","2024","116",,"2106733",,
"Caddo Lake","2024","103",,"0",,
"Our Little Secret","2024","101",,"0",,
"Queer","2024","138",,"5450715",,
"Maria","2024","122",,"504938",,
"The Marching Band","2024","103",,"26252618",,
"That Christmas","2024","91",,"0",,
"Dear Santa","2024","108",,"0",,
"Spellbound","2024","111",,"0",,
"Moana 2","2024","100",,"1059242164",,
"Wicked","2024","162",,"756085570",,
"Miraculous World: London, At the Edge of Time","2024","50",,"0",,
"Gladiator II","2024","148",,"462180717",,
"Hot Frosty","2024","90",,"0",,
"Paddington in Peru","2024","106",,"170116764",,
"5-Sep","2024","94",,"852000",,
"Elevation","2024","91",,"3300000",,
"Let Go","2024","110",,"0",,
"Small Things Like These","2024","99",,"12534032",,
"A Real Pain","2024","90",,"24856027",,
"Heretic","2024","111",,"51913394",,
"Absolution","2024","112",,"3854594",,
"Red One","2024","124",,"185700759",,
"Number 24","2024","112",,"3301976",,
"Juror #2","2024","114",,"21418477",,
"Here","2024","105",,"15397270",,
"Time Cut","2024","90",,"0",,
"Conclave","2024","120",,"115657988",,
"Parthenope","2024","137",,"10361110",,
"Don't Move","2024","92",,"0",,
"Monsieur Aznavour","2024","134",,"16",,
"Family Pack","2024","95",,"0",,
"Venom: The Last Dance","2024","109",,"478937618",,
"The Children's Train","2024","106",,"0",,
"Memoir of a Snail","2024","94",,"7",,
"Smile 2","2024","127",,"138128854",,
"Beating Hearts","2024","166",,"36010728",,
"Anora","2024","139",,"56286295",,
"We Live in Time","2024","108",,"37182814",,
"Canary Black","2024","103",,"525704",,
"Brothers","2024","89",,"0",,
"The Apprentice","2024","122",,"17271613",,
"Souleymane's Story","2024","92",,"4",,
"Terrifier 3","2024","125",,"90322103",,
"The Room Next Door","2024","106",,"15102319",,
"Apocalypse Z: The Beginning of the End","2024","119",,"500000",,
"Woman of the Hour","2024","95",,"0",,
"Salem's Lot","2024","113",,"851156",,
"Joker: Folie à Deux","2024","138",,"207500287",,
"The Platform 2","2024","101",,"0",,
"Saturday Night","2024","109",,"9802525",,
"Azrael","2024","86",,"631272",,
"The Outrun","2024","118",,"3983828",,
"Killer Heat","2024","97",,"0",,
"Megalopolis","2024","138",,"14387154",,
"Bagman","2024","92",,"0",,
"Wolfs","2024","108",,"0",,
"Apartment 7A","2024","106",,"0",,
"I'm Still Here","2024","138",,"36109482",,
"The Seed of the Sacred Fig","2024","167",,"6501810",,
"Never Let Go","2024","101",,"21768945",,
"My Old Ass","2024","89",,"5705895",,
"The Wild Robot","2024","102",,"331982078",,
"Officer Black Belt","2024","108",,"0",,
"Lee","2024","117",,"23508220",,
"Uglies","2024","100",,"0",,
"The Killer's Game","2024","104",,"5928351",,
"Speak No Evil","2024","110",,"76756109",,
"Transformers One","2024","104",,"128888103",,
"The Shadow Strays","2024","145",,"0",,
"The Substance","2024","141",,"76506196",,
"The Girl with the Needle","2024","123",,"470300",,
"Beetlejuice Beetlejuice","2024","105",,"451900435",,
"Hellboy: The Crooked Man","2024","100",,"2014050",,
"Flow","2024","85",,"17660107",,
"Afraid","2024","84",,"12977758",,
"Rebel Ridge","2024","132",,"0",,
"A Different Man","2024","112",,"1169365",,
"The Forge","2024","123",,"40392664",,
"Incoming","2024","92",,"0",,
"The Killer","2024","126",,"318618",,
"Emilia Pérez","2024","132",,"16302703",,
"The Crow","2024","111",,"24109036",,
"Blink Twice","2024","102",,"46393906",,
"The Deliverance","2024","112",,"0",,
"Subservience","2024","105",,"262793",,
"The Union","2024","109",,"0",,
"Jackpot!","2024","107",,"0",,
"Alien: Romulus","2024","119",,"350865342",,
"It Ends with Us","2024","131",,"350993761",,
"Borderlands","2024","101",,"33017367",,
"The Instigators","2024","102",,"11098",,
"Trap","2024","105",,"83677281",,
"The Price of Money: A Largo Winch Adventure","2024","100",,"0",,
"Harold and the Purple Crayon","2024","90",,"32227855",,
"Deadpool & Wolverine","2024","128",,"1338073645",,
"Oddity","2024","98",,"1699044",,
"My Spy The Eternal City","2024","112",,"0",,
"Justice League: Crisis on Infinite Earths Part Three","2024","99",,"0",,
"Kingdom: Return of the Great General","2024","146",,"54114815",,
"Sing Sing","2024","107",,"3401789",,
"Descendants: The Rise of Red","2024","92",,"0",,
"Project Silence","2024","96",,"6283415",,
"Longlegs","2024","101",,"127961936",,
"Fly Me to the Moon","2024","132",,"42247783",,
"Twisters","2024","123",,"372262265",,
"MaXXXine","2024","103",,"22057160",,
"Space Cadet","2024","110",,"0",,
"Kill","2024","105",,"5600000",,
"Look Back","2024","58",,"12648664",,
"The Count of Monte Cristo","2024","178",,"75360860",,
"A Family Affair","2024","114",,"0",,
"Horizon: An American Saga - Chapter 1","2024","182",,"38735702",,
"A Quiet Place: Day One","2024","100",,"261907653",,
"Thelma","2024","98",,"12537071",,
"Trigger Warning","2024","106",,"0",,
"Despicable Me 4","2024","94",,"969597394",,
"Beverly Hills Cop: Axel F","2024","118",,"0",,
"Survive","2024","90",,"0",,
"The Bikeriders","2024","116",,"36110860",,
"Ultraman: Rising","2024","117",,"0",,
"Inside Out 2","2024","97",,"1698863816",,
"Am I OK?","2024","86",,"0",,
"The Watchers","2024","102",,"51147812",,
"Baki Hanma VS Kengan Ashura","2024","60",,"0",,
"Bad Boys: Ride or Die","2024","115",,"404547819",,
"Under Paris","2024","104",,"0",,
"In a Violent Nature","2024","94",,"4258197",,
"Young Woman and the Sea","2024","129",,"581725",,
"Kinds of Kindness","2024","164",,"16398509",,
"The Exorcism","2024","96",,"12610418",,
"Atlas","2024","120",,"0",,
"Furiosa: A Mad Max Saga","2024","149",,"174287546",,
"Hit Man","2024","116",,"5101673",,
"The Strangers: Chapter 1","2024","91",,"48166448",,
"The Second Act","2024","80",,"0",,
"Mother of the Bride","2024","90",,"0",,
"Kingdom of the Planet of the Apes","2024","145",,"397378150",,
"IF","2024","104",,"190309707",,
"I Saw the TV Glow","2024","100",,"5396508",,
"The Idea of You","2024","116",,"36178",,
"Twilight of the Warriors: Walled In","2024","125",,"95399186",,
"Tarot","2024","92",,"49256239",,
"Unfrosted","2024","97",,"0",,
"The Garfield Movie","2024","100",,"254907482",,
"Boy Kills World","2024","110",,"3139717",,
"The Fall Guy","2024","127",,"181073291",,
"Rebel Moon - Part Two: The Scargiver","2024","123",,"0",,
"A Little Something Extra","2024","89",,"84058132",,
"Challengers","2024","132",,"94182533",,
"The Ministry of Ungentlemanly Warfare","2024","120",,"29768915",,
"Abigail","2024","109",,"43015969",,
"Damaged","2024","98",,"0",,
"Sting","2024","92",,"2801252",,
"Arcadian","2024","92",,"1134275",,
"Back to Black","2024","122",,"51001975",,
"Meet the Leroys","2024","102",,"0",,
"Civil War","2024","109",,"126542249",,
"How to Make Millions Before Grandma Dies","2024","126",,"73800000",,
"The Tearsmith","2024","106",,"0",,
"Monkey Man","2024","121",,"35271631",,
"The First Omen","2024","119",,"53992802",,
"The Wages of Fear","2024","107",,"0",,
"The Good Teacher","2024","92",,"0",,
"Godzilla x Kong: The New Empire","2024","115",,"571750016",,
"Winnie-the-Pooh: Blood and Honey 2","2024","93",,"7582541",,
"Something in the Water","2024","86",,"0",,
"Sleeping Dogs","2024","112",,"0",,
"Immaculate","2024","89",,"35340015",,
"Ghostbusters: Frozen Empire","2024","115",,"201967521",,
"Late Night with the Devil","2024","93",,"15469415",,
"Prey","2024","86",,"0",,
"Knox Goes Away","2024","114",,"0",,
"Arthur the King","2024","107",,"40829138",,
"Irish Wish","2024","94",,"0",,
"Road House","2024","121",,"0",,
"The Thundermans Return","2024","70",,"0",,
"Ricky Stanicky","2024","113",,"0",,
"Love Lies Bleeding","2024","104",,"12778225",,
"Damsel","2024","107",,"5000",,
"Imaginary","2024","104",,"43787034",,
"Kung Fu Panda 4","2024","94",,"548040835",,
"Megamind vs. the Doom Syndicate","2024","83",,"0",,
"Code 8 Part II","2024","101",,"0",,
"Dune: Part Two","2024","167",,"714444358",,
"Through My Window 3: Looking at You","2024","105",,"0",,
"Wicked Little Letters","2024","100",,"27219729",,
"Spaceman","2024","108",,"0",,
"Ordinary Angels","2024","118",,"20571534",,
"Drive-Away Dolls","2024","84",,"7935363",,
"Exhuma","2024","134",,"97974828",,
"Cuckoo","2024","103",,"6680396",,
"Bob Marley: One Love","2024","104",,"180828556",,
"Madame Web","2024","117",,"100498764",,
"Players","2024","105",,"0",,
"Land of Bad","2024","113",,"7021101",,
"Daaaaaalí!","2024","77",,"3",,
"Upgraded","2024","105",,"0",,
"Lisa Frankenstein","2024","102",,"9927714",,
"Cocorico","2024","91",,"18259571",,
"Orion and the Dark","2024","90",,"0",,
"Argylle","2024","139",,"96221061",,
"Badland Hunters","2024","107",,"0",,
"Beautiful Wedding","2024","95",,"1781246",,
"Sixty Minutes","2024","89",,"0",,
"It's What's Inside","2024","105",,"0",,
"I.S.S.","2024","96",,"6605079",,
"No Way Up","2024","90",,"0",,
"Miller's Girl","2024","93",,"1430985",,
"Mothers' Instinct","2024","94",,"2681023",,
"Lift","2024","107",,"0",,
"Mean Girls","2024","113",,"104970953",,
"Alienoid: Return to the Future","2024","122",,"10824208",,
"One More Shot","2024","102",,"0",,
"Justice League: Crisis on Infinite Earths Part One","2024","93",,"0",,
"The Beekeeper","2024","106",,"152720535",,
"Self Reliance","2024","91",,"0",,
"Night Swim","2024","98",,"54783093",,
"Baghead","2023","95",,"6691851",,
"Infested","2023","106",,"2110014",,
"The Boys in the Boat","2023","124",,"54401583",,
"The Color Purple","2023","141",,"68919191",,
"SPY x FAMILY CODE: White","2023","110",,"59629242",,
"All of Us Strangers","2023","105",,"14864960",,
"Anyone But You","2023","103",,"214891370",,
"The Iron Claw","2023","132",,"40130232",,
"One Life","2023","109",,"51437352",,
"Aquaman and the Lost Kingdom","2023","124",,"440181226",,
"Society of the Snow","2023","144",,"1281",,
"Rebel Moon - Part One: A Child of Fire","2023","134",,"0",,
"The Zone of Interest","2023","105",,"52631884",,
"The Family Plan","2023","118",,"0",,
"Adagio","2023","127",,"0",,
"The Bricklayer","2023","110",,"899683",,
"Role Play","2023","101",,"0",,
"Ferrari","2023","131",,"39220516",,
"The Three Musketeers: Milady","2023","115",,"21730766",,
"Chicken Run: Dawn of the Nugget","2023","101",,"0",,
"Poor Things","2023","141",,"117607117",,
"Migration","2023","82",,"298776052",,
"Robot Dreams","2023","102",,"4656348",,
"Wonka","2023","117",,"634502312",,
"Eileen","2023","98",,"1560142",,
"Silent Night","2023","104",,"0",,
"Family Switch","2023","106",,"0",,
"Candy Cane Lane","2023","117",,"0",,
"Napoleon","2023","158",,"220597098",,
"Leave the World Behind","2023","142",,"0",,
"Mars Express","2023","89",,"1455713",,
"Maestro","2023","129",,"300000",,
"Leo","2023","102",,"0",,
"Thanksgiving","2023","106",,"46553280",,
"Saltburn","2023","131",,"21013738",,
"May December","2023","117",,"4232370",,
"Next Goal Wins","2023","104",,"18062279",,
"The Hunger Games: The Ballad of Songbirds & Snakes","2023","157",,"337371917",,
"Wish","2023","95",,"254997360",,
"American Fiction","2023","117",,"22483370",,
"Perfect Days","2023","124",,"24094016",,
"Dream Scenario","2023","102",,"14114415",,
"The Taste of Things","2023","135",,"5970753",,
"The Marvels","2023","105",,"206136825",,
"Godzilla Minus One","2023","124",,"113676322",,
"How to Have Sex","2023","91",,"1216642",,
"Locked In","2023","96",,"0",,
"Wingwomen","2023","114",,"0",,
"Priscilla","2023","113",,"30140906",,
"The Holdovers","2023","133",,"42513270",,
"There's Still Tomorrow","2023","118",,"50121593",,
"The Killer","2023","118",,"362113",,
"Five Nights at Freddy's","2023","110",,"297144130",,
"Miraculous World: Paris, Tales of Shadybug and Claw Noir","2023","45",,"0",,
"Old Dads","2023","102",,"0",,
"Pain Hustlers","2023","122",,"0",,
"Radical","2023","126",,"21761164",,
"The Other Zoey","2023","91",,"168000",,
"A Difficult Year","2023","120",,"7004555",,
"NYAD","2023","121",,"0",,
"Killers of the Flower Moon","2023","206",,"158722599",,
"The Conference","2023","101",,"0",,
"TAYLOR SWIFT | THE ERAS TOUR","2023","169",,"261656269",,
"Humanist Vampire Seeking Consenting Suicidal Person","2023","91",,"97578",,
"Trolls Band Together","2023","91",,"209646030",,
"La Chimera","2023","131",,"4933288",,
"Dark Harvest","2023","96",,"0",,
"In the Land of Saints and Sinners","2023","106",,"0",,
"Ballerina","2023","93",,"0",,
"The Burial","2023","126",,"0",,
"Foe","2023","111",,"0",,
"The Promised Land","2023","127",,"2246680",,
"Sister Death","2023","91",,"0",,
"Freelance","2023","108",,"9112817",,
"When Evil Lurks","2023","100",,"2090252",,
"The Animal Kingdom","2023","127",,"9138503",,
"The Exorcist: Believer","2023","111",,"136284218",,
"Poison","2023","17",,"0",,
"Nowhere","2023","109",,"0",,
"The Old Oak","2023","113",,"7702015",,
"Muzzle","2023","100",,"7807",,
"57 Seconds","2023","99",,"0",,
"Reptile","2023","136",,"0",,
"The Rat Catcher","2023","17",,"0",,
"Totally Killer","2023","105",,"0",,
"Fair Play","2023","113",,"0",,
"The Marsh King's Daughter","2023","109",,"0",,
"The Swan","2023","17",,"0",,
"Saw X","2023","118",,"125319714",,
"Dogman","2023","115",,"4082217",,
"The Creator","2023","134",,"104272136",,
"Return","2023","61",,"0",,
"Forgotten Love","2023","140",,"0",,
"Once Upon a Studio","2023","9",,"0",,
"Pet Sematary: Bloodlines","2023","87",,"0",,
"¿Quieres ser mi hijo?","2023","100",,"0",,
"PAW Patrol: The Mighty Movie","2023","87",,"202231360",,
"No One Will Save You","2023","93",,"0",,
"The Wonderful Story of Henry Sugar","2023","39",,"0",,
"Acid","2023","99",,"0",,
"The Abyss","2023","104",,"0",,
"Coup de Chance","2023","96",,"7837847",,
"Dumb Money","2023","105",,"20703794",,
"Love at First Sight","2023","91",,"0",,
"Expend4bles","2023","103",,"37917985",,
"Fallen Leaves","2023","81",,"12400000",,
"The Kill Room","2023","98",,"476375",,
"A Haunting in Venice","2023","104",,"121400000",,
"A Real Job","2023","100",,"3452861",,
"After Everything","2023","93",,"10644463",,
"Quiz Lady","2023","99",,"0",,
"A Million Miles Away","2023","122",,"0",,
"Finestkind","2023","126",,"0",,
"El Conde","2023","112",,"0",,
"Io Capitano","2023","121",,"0",,
"Jawan","2023","169",,"136698671",,
"It Lives Inside","2023","99",,"4800000",,
"The Nun II","2023","110",,"269670590",,
"The Equalizer 3","2023","109",,"191067560",,
"Sentinelle","2023","98",,"0",,
"Killer Book Club","2023","89",,"0",,
"Bottoms","2023","91",,"12976079",,
"Vacation Friends 2","2023","106",,"0",,
"The Retirement Plan","2023","103",,"0",,
"Anatomy of a Fall","2023","151",,"35634133",,
"Retribution","2023","91",,"18685751",,
"Puppy Love","2023","106",,"0",,
"You Are So Not Invited to My Bat Mitzvah","2023","103",,"0",,
"The Hill","2023","121",,"7600000",,
"Strays","2023","93",,"32000000",,
"Blue Beetle","2023","128",,"130788072",,
"Strange Darling","2023","98",,"4853595",,
"Red Rooms","2023","118",,"88902",,
"The Monkey King","2023","92",,"0",,
"Jules","2023","87",,"2000000",,
"Gran Turismo","2023","135",,"121700000",,
"Concrete Utopia","2023","130",,"28900000",,
"Heart of Stone","2023","122",,"0",,
"The Last Voyage of the Demeter","2023","119",,"21600000",,
"Zom 100: Bucket List of the Dead","2023","129",,"0",,
"Soulcatcher","2023","99",,"0",,
"Yannick","2023","67",,"3500000",,
"Meg 2: The Trench","2023","116",,"384056482",,
"Teenage Mutant Ninja Turtles: Mutant Mayhem","2023","100",,"180513586",,
"Red, White & Royal Blue","2023","121",,"0",,
"Talk to Me","2023","95",,"91959188",,
"Haunted Mansion","2023","123",,"117449790",,
"Justice League: Warworld","2023","90",,"0",,
"Happiness for Beginners","2023","103",,"0",,
"Fear the Night","2023","92",,"0",,
"Sympathy for the Devil","2023","90",,"0",,
"Oppenheimer","2023","181",,"952000000",,
"Cobweb","2023","88",,"10091821",,
"Creation of the Gods I: Kingdom of Storms","2023","148",,"369081777",,
"The Flood","2023","93",,"0",,
"Bird Box Barcelona","2023","112",,"0",,
"The Boy and the Heron","2023","124",,"294200000",,
"Mission: Impossible - Dead Reckoning Part One","2023","164",,"571125435",,
"The Out-Laws","2023","95",,"0",,
"Gold Brick","2023","95",,"0",,
"Hidden Strike","2023","103",,"0",,
"Insidious: The Red Door","2023","107",,"189086877",,
"Miraculous: Ladybug & Cat Noir, The Movie","2023","100",,"40208268",,
"Sound of Freedom","2023","131",,"250600000",,
"Warhorse One","2023","125",,"0",,
"Ruby Gillman, Teenage Kraken","2023","91",,"46247409",,
"Indiana Jones and the Dial of Destiny","2023","155",,"383963057",,
"Paradise","2023","117",,"0",,
"Through My Window: Across the Sea","2023","110",,"0",,
"Nimona","2023","101",,"0",,
"Resident Evil: Death Island","2023","91",,"53929",,
"Joy Ride","2023","94",,"15800000",,
"Barbie","2023","114",,"1445638421",,
"Black Clover: Sword of the Wizard King","2023","113",,"0",,
"Carl's Date","2023","9",,"0",,
"The Blackening","2023","97",,"16000000",,
"No Hard Feelings","2023","104",,"83000000",,
"Elemental","2023","102",,"496444308",,
"They Cloned Tyrone","2023","122",,"0",,
"The Flash","2023","144",,"271333313",,
"Extraction 2","2023","122",,"0",,
"My Fault","2023","117",,"0",,
"Asteroid City","2023","105",,"47281670",,
"The Book of Solutions","2023","102",,"3557686",,
"Transformers: Rise of the Beasts","2023","127",,"441381193",,
"Monster","2023","125",,"0",,
"Reality","2023","83",,"0",,
"Past Lives","2023","106",,"28126646",,
"A Beautiful Life","2023","99",,"0",,
"The Roundup: No Way Out","2023","105",,"83410298",,
"Spider-Man: Across the Spider-Verse","2023","140",,"690897910",,
"The Boogeyman","2023","99",,"82344833",,
"The Wrath of Becky","2023","83",,"207118",,
"Strange Way of Life","2023","31",,"1057090",,
"About My Father","2023","90",,"18167819",,
"Kidnapped","2023","134",,"4123091",,
"Kandahar","2023","119",,"9400000",,
"Just the Two of Us","2023","105",,"5099005",,
"Master Gardener","2023","111",,"1506008",,
"Influencer","2023","92",,"0",,
"The Little Mermaid","2023","135",,"569626289",,
"Fast X","2023","142",,"704709660",,
"Jeanne du Barry","2023","117",,"13000000",,
"Crater","2023","104",,"0",,
"White Men Can't Jump","2023","101",,"0",,
"Hypnotic","2023","93",,"16014123",,
"The Teachers' Lounge","2023","98",,"0",,
"Love Again","2023","104",,"10000000",,
"The Mother","2023","115",,"0",,
"Guardians of the Galaxy Vol. 3","2023","150",,"845550000",,
"AKA","2023","122",,"0",,
"Big George Foreman","2023","129",,"3800000",,
"Knights of the Zodiac","2023","113",,"7000000",,
"The Black Demon","2023","101",,"0",,
"Blood & Gold","2023","100",,"0",,
"A Brighter Tomorrow","2023","96",,"6551542",,
"Peter Pan & Wendy","2023","106",,"0",,
"Mighty Morphin Power Rangers: Once & Always","2023","59",,"0",,
"Junkyard Dog","2023","93",,"0",,
"Guy Ritchie's The Covenant","2023","123",,"21948551",,
"Ghosted","2023","117",,"0",,
"The Last Kingdom: Seven Kings Must Die","2023","111",,"0",,
"Nefarious","2023","98",,"5400000",,
"Beau Is Afraid","2023","179",,"12337378",,
"Darkland: The Return","2023","110",,"0",,
"Mafia Mamma","2023","101",,"3900000",,
"Evil Dead Rise","2023","96",,"147156372",,
"Ride On","2023","126",,"36232675",,
"Chupa","2023","98",,"0",,
"Renfield","2023","93",,"26874347",,
"To Catch a Killer","2023","119",,"3138750",,
"Air","2023","111",,"90100000",,
"The Three Musketeers: D'Artagnan","2023","121",,"31843086",,
"The Pope's Exorcist","2023","103",,"76987621",,
"The Super Mario Bros. Movie","2023","93",,"1362000000",,
"Hunger","2023","145",,"0",,
"Beautiful Disaster","2023","96",,"6850036",,
"Hachiko","2023","124",,"42423217",,
"All Your Faces","2023","115",,"0",,
"Are You There God? It's Me, Margaret.","2023","107",,"21800000",,
"Murder Mystery 2","2023","91",,"0",,
"Ape vs Mecha Ape","2023","80",,"0",,
"Tin & Tina","2023","119",,"0",,
"A Good Person","2023","128",,"2196991",,
"Dungeons & Dragons: Honor Among Thieves","2023","134",,"208200000",,
"John Wick: Chapter 4","2023","170",,"440157245",,
"Supercell","2023","100",,"0",,
"Shin Kamen Rider","2023","121",,"15787771",,
"Still Time","2023","108",,"0",,
"Boston Strangler","2023","113",,"0",,
"Money Shot: The Pornhub Story","2023","95",,"0",,
"Tetris","2023","118",,"0",,
"Shazam! Fury of the Gods","2023","130",,"134221819",,
"Flamin' Hot","2023","99",,"0",,
"Last Night of Amore","2023","124",,"3800000",,
"Inside","2023","106",,"170000",,
"Champions","2023","124",,"9263009",,
"The Ritual Killer","2023","92",,"0",,
"Scream VI","2023","123",,"168961389",,
"Mixed by Erry","2023","113",,"1120191",,
"65","2023","92",,"60730568",,
"Mavka: The Forest Song","2023","99",,"17974964",,
"Creed III","2023","116",,"275300000",,
"The Crime Is Mine","2023","103",,"10436638",,
"We Have a Ghost","2023","127",,"0",,
"Luther: The Fallen Sun","2023","129",,"0",,
"Die Hart","2023","84",,"0",,
"Cocaine Bear","2023","95",,"88314672",,
"Return","2023","92",,"0",,
"The Strays","2023","100",,"0",,
"Kill Boksoon","2023","137",,"0",,
"Unlocked","2023","117",,"0",,
"Perfect Addiction","2023","97",,"0",,
"Marlowe","2023","109",,"6262663",,
"Ant-Man and the Wasp: Quantumania","2023","125",,"476071180",,
"BlackBerry","2023","120",,"2600000",,
"Huesera: The Bone Woman","2023","97",,"0",,
"Sharper","2023","115",,"0",,
"Your Place or Mine","2023","112",,"0",,
"Magic Mike's Last Dance","2023","112",,"52000000",,
"Asterix & Obelix: The Middle Kingdom","2023","112",,"46497678",,
"Knock at the Cabin","2023","100",,"54700000",,
"Infinity Pool","2023","118",,"5078400",,
"Winnie the Pooh: Blood and Honey","2023","84",,"7717044",,
"The Wandering Earth II","2023","173",,"5",,
"You People","2023","117",,"0",,
"Missing","2023","111",,"45100756",,
"Teen Wolf: The Movie","2023","140",,"0",,
"Skinamarink","2023","100",,"2131183",,
"The Devil Conspiracy","2023","111",,"0",,
"JUNG_E","2023","98",,"0",,
"Plane","2023","107",,"74515586",,
"Alibi.com 2","2023","88",,"34112816",,
"Transfusion","2023","105",,"0",,
"Mummies","2023","88",,"53400000",,
"Operation Fortune: Ruse de Guerre","2023","113",,"48983306",,
"Alice, Darling","2022","90",,"121067",,
"A Man Called Otto","2022","126",,"108961677",,
"Shotgun Wedding","2022","101",,"4495365",,
"M3GAN","2022","102",,"181796517",,
"The Boy, the Mole, the Fox and the Horse","2022","35",,"0",,
"Women Talking","2022","104",,"7589419",,
"The Man from Toronto","2022","113",,"0",,
"The Great Day","2022","90",,"0",,
"Mira","2022","110",,"0",,
"The Pale Blue Eye","2022","128",,"0",,
"Babylon","2022","189",,"65267446",,
"The Eight Mountains","2022","147",,"9494985",,
"The Seven Deadly Sins: Grudge of Edinburgh Part 1","2022","52",,"0",,
"Whitney Houston: I Wanna Dance with Somebody","2022","144",,"59800000",,
"Mindcage","2022","97",,"0",,
"Little Eggs: A Frozen Rescue","2022","91",,"0",,
"Avatar: The Way of Water","2022","192",,"2320250281",,
