title,release_year,runtime_minutes,rating,box_office,director_id,country_id
Weapons,2025,129,R,210852983,1,1
My Oxford Year,2025,113,PG-13,0,1,1
The Naked Gun,2025,85,PG-13,86540700,1,1
War of the Worlds,2025,91,PG-13,0,1,1
The Pickup,2025,94,R,0,1,1
Happy Gilmore 2,2025,118,PG-13,0,1,1
The Bad Guys 2,2025,104,PG,155455193,1,1
Together,2025,102,R,27715561,1,1
The Fantastic 4: First Steps,2025,115,PG-13,492436052,1,1
Brick,2025,99,R,0,1,1
Superman,2025,130,PG-13,606658792,1,1
Jurassic World Rebirth,2025,134,PG-13,844060875,1,1
The Old Guard 2,2025,107,R,0,1,1
M3GAN 2.0,2025,120,PG-13,39085199,1,1
F1,2025,156,PG-13,607126203,1,1
Heads of State,2025,117,PG-13,0,1,1
KPop Demon Hunters,2025,96,PG,19200000,1,1
28 Years Later,2025,115,R,150367300,1,1
Elio,2025,98,PG,152204528,1,1
Echo Valley,2025,105,R,0,1,1
Deep Cover,2025,99,R,0,1,1
Materialists,2025,116,R,75303614,1,1
How to Train Your Dragon,2025,125,PG,628789364,1,1
STRAW,2025,105,R,0,1,1
Predator: Killer of Killers,2025,85,R,0,1,1
The Life of Chuck,2025,111,R,11495005,1,1
Ballerina,2025,125,R,131794570,1,1
Bring Her Back,2025,104,R,33023752,1,1
The Phoenician Scheme,2025,102,PG-13,38382371,1,1
Fear Street: Prom Queen,2025,90,R,0,1,1
Fountain of Youth,2025,126,PG-13,0,1,1
Mission: Impossible - The Final Reckoning,2025,170,PG-13,597913515,1,1
Lilo & Stitch,2025,108,PG,1032075644,1,1
Final Destination Bloodlines,2025,110,R,285330814,1,1
Karate Kid: Legends,2025,94,PG-13,105456077,1,1
Clown in a Cornfield,2025,96,R,8802437,1,1
Nonnas,2025,112,PG,0,1,1
Thunderbolts*,2025,127,PG-13,382436917,1,1
Exterritorial,2025,109,R,0,1,1
Havoc,2025,107,R,0,1,1
Until Dawn,2025,103,R,52794193,1,1
The AccountantÂ²,2025,133,R,102123366,1,1
iHostage,2025,100,R,0,1,1
Sinners,2025,138,R,365878513,1,1
Drop,2025,95,PG-13,28744699,1,1
G20,2025,108,R,0,1,1
Warfare,2025,95,R,31896828,1,1
The Amateur,2025,123,PG-13,95956038,1,1
A Minecraft Movie,2025,101,PG,955149195,1,1
The Life List,2025,123,PG-13,0,1,1
The Woman in the Yard,2025,87,PG-13,23311502,1,1
Death of a Unicorn,2025,107,R,16413285,1,1
A Working Man,2025,116,R,99068160,1,1
The Assessment,2025,114,R,279328,1,1
Locked,2025,95,R,3,1,1
Ash,2025,95,R,0,1,1
The Alto Knights,2025,122,R,9579515,1,1
Black Bag,2025,94,R,34985600,1,1
Novocaine,2025,110,R,34536061,1,1
Snow White,2025,109,PG,205067778,1,1
Holland,2025,110,R,0,1,1
The Ugly Stepsister,2025,109,NR,884602,1,1
Another Simple Favor,2025,123,R,0,1,1
The Electric State,2025,125,PG-13,0,1,1
Mickey 17,2025,137,R,131847147,1,1
Counterattack,2025,85,R,0,1,1
Last Breath,2025,93,PG-13,22761967,1,1
In the Lost Lands,2025,102,R,4755330,1,1
Demon City,2025,106,R,0,1,1
Madly,2025,97,6+,16724320,1,1
Cleaner,2025,97,R,1314073,1,1
The Monkey,2025,97,R,68871071,1,1
The Gorge,2025,127,PG-13,0,1,1
My Fault: London,2025,118,PG-13,0,1,1
Bridget Jones: Mad About the Boy,2025,124,R,139329132,1,1
Captain America: Brave New World,2025,119,PG-13,415101577,1,1
Heart Eyes,2025,97,R,33129099,1,1
Love Hurts,2025,83,R,17669058,1,1
Kinda Pregnant,2025,97,R,0,1,1
You're Cordially Invited,2025,111,R,0,1,1
Ne Zha 2,2025,144,NR,2216990000,1,1
Dog Man,2025,89,PG,145550471,1,1
Flight Risk,2025,91,R,48701987,1,1
Companion,2025,97,R,36709101,1,1
Presence,2025,84,R,10498407,1,1
Alarum,2025,95,R,0,1,1
Star Trek: Section 31,2025,96,PG-13,0,1,1
Back in Action,2025,114,PG-13,0,1,1
Wolf Man,2025,102,R,35153314,1,1
Ad Vitam,2025,97,R,0,1,1
Den of Thieves 2: Pantera,2025,144,R,54586117,1,1
Squid Game: Making Season 2,2025,28,R,0,1,1
Your Fault,2024,118,NR,0,1,1
Babygirl,2024,115,R,60934894,1,1
Nosferatu,2024,133,R,181764515,1,1
The Brutalist,2024,215,R,50145227,1,1
Diamonds,2024,135,13,10115104,1,1
Sonic the Hedgehog 3,2024,110,PG,492162604,1,1
Wallace & Gromit: Vengeance Most Fowl,2024,79,PG,191452,1,1
Mufasa: The Lion King,2024,118,PG,722631756,1,1
A Complete Unknown,2024,140,R,138003641,1,1
Nickel Boys,2024,140,PG-13,3016380,1,1
Dirty Angels,2024,104,R,0,1,1
Kraven the Hunter,2024,127,R,62076533,1,1
The Six Triple Eight,2024,130,PG-13,0,1,1
Better Man,2024,135,R,22549151,1,1
Nightbitch,2024,98,R,170737,1,1
The Order,2024,116,R,1970445,1,1
Carry-On,2024,120,PG-13,0,1,1
The Lord of the Rings: The War of the Rohirrim,2024,134,PG-13,20658572,1,1
Werewolves,2024,93,R,1052998,1,1
The Return,2024,116,R,2106733,1,1
Caddo Lake,2024,103,PG-13,0,1,1
Our Little Secret,2024,101,PG-13,0,1,1
Queer,2024,138,R,5450715,1,1
Maria,2024,122,R,504938,1,1
The Marching Band,2024,103,12,26252618,1,1
That Christmas,2024,91,PG,0,1,1
Dear Santa,2024,108,PG-13,0,1,1
Spellbound,2024,111,PG,0,1,1
Moana 2,2024,100,PG,1059242164,1,1
Wicked,2024,162,PG,756085570,1,1
"Miraculous World: London, At the Edge of Time",2024,50,PG,0,1,1
Gladiator II,2024,148,R,462180717,1,1
Hot Frosty,2024,90,PG,0,1,1
Paddington in Peru,2024,106,PG,170116764,1,1
5-Sep,2024,94,R,852000,1,1
Elevation,2024,91,R,3300000,1,1
Let Go,2024,110,14,0,1,1
Small Things Like These,2024,99,PG-13,12534032,1,1
A Real Pain,2024,90,R,24856027,1,1
Heretic,2024,111,R,51913394,1,1
Absolution,2024,112,R,3854594,1,1
Red One,2024,124,PG-13,185700759,1,1
Number 24,2024,112,R,3301976,1,1
Juror #2,2024,114,PG-13,21418477,1,1
Here,2024,105,PG-13,15397270,1,1
Time Cut,2024,90,PG-13,0,1,1
Conclave,2024,120,PG,115657988,1,1
Parthenope,2024,137,R,10361110,1,1
Don't Move,2024,92,R,0,1,1
Monsieur Aznavour,2024,134,M,16,1,1
Family Pack,2024,95,PG-13,0,1,1
Venom: The Last Dance,2024,109,PG-13,478937618,1,1
The Children's Train,2024,106,PG,0,1,1
Memoir of a Snail,2024,94,R,7,1,1
Smile 2,2024,127,R,138128854,1,1
Beating Hearts,2024,166,MA 15+,36010728,1,1
Anora,2024,139,R,56286295,1,1
We Live in Time,2024,108,R,37182814,1,1
Canary Black,2024,103,R,525704,1,1
Brothers,2024,89,R,0,1,1
The Apprentice,2024,122,R,17271613,1,1
Souleymane's Story,2024,92,12,4,1,1
Terrifier 3,2024,125,NR,90322103,1,1
The Room Next Door,2024,106,PG-13,15102319,1,1
Apocalypse Z: The Beginning of the End,2024,119,16,500000,1,1
Woman of the Hour,2024,95,R,0,1,1
Salem's Lot,2024,113,R,851156,1,1
Joker: Folie Ã  Deux,2024,138,R,207500287,1,1
The Platform 2,2024,101,R,0,1,1
Saturday Night,2024,109,R,9802525,1,1
Azrael,2024,86,R,631272,1,1
The Outrun,2024,118,R,3983828,1,1
Killer Heat,2024,97,R,0,1,1
Megalopolis,2024,138,R,14387154,1,1
Bagman,2024,92,PG-13,0,1,1
Wolfs,2024,108,R,0,1,1
Apartment 7A,2024,106,R,0,1,1
I'm Still Here,2024,138,PG-13,36109482,1,1
The Seed of the Sacred Fig,2024,167,PG-13,6501810,1,1
Never Let Go,2024,101,R,21768945,1,1
My Old Ass,2024,89,R,5705895,1,1
The Wild Robot,2024,102,PG,331982078,1,1
Officer Black Belt,2024,108,R,0,1,1
Lee,2024,117,R,23508220,1,1
Uglies,2024,100,PG-13,0,1,1
The Killer's Game,2024,104,R,5928351,1,1
Speak No Evil,2024,110,R,76756109,1,1
Transformers One,2024,104,PG,128888103,1,1
The Shadow Strays,2024,145,NC-17,0,1,1
The Substance,2024,141,R,76506196,1,1
The Girl with the Needle,2024,123,16,470300,1,1
Beetlejuice Beetlejuice,2024,105,PG-13,451900435,1,1
Hellboy: The Crooked Man,2024,100,R,2014050,1,1
Flow,2024,85,PG,17660107,1,1
Afraid,2024,84,PG-13,12977758,1,1
Rebel Ridge,2024,132,R,0,1,1
A Different Man,2024,112,R,1169365,1,1
The Forge,2024,123,PG,40392664,1,1
Incoming,2024,92,R,0,1,1
The Killer,2024,126,R,318618,1,1
Emilia PÃ©rez,2024,132,R,16302703,1,1
The Crow,2024,111,R,24109036,1,1
Blink Twice,2024,102,R,46393906,1,1
The Deliverance,2024,112,R,0,1,1
Subservience,2024,105,R,262793,1,1
The Union,2024,109,PG-13,0,1,1
Jackpot!,2024,107,R,0,1,1
Alien: Romulus,2024,119,R,350865342,1,1
It Ends with Us,2024,131,PG-13,350993761,1,1
Borderlands,2024,101,PG-13,33017367,1,1
The Instigators,2024,102,R,11098,1,1
Trap,2024,105,PG-13,83677281,1,1
The Price of Money: A Largo Winch Adventure,2024,100,16,0,1,1
Harold and the Purple Crayon,2024,90,PG,32227855,1,1
Deadpool & Wolverine,2024,128,R,1338073645,1,1
Oddity,2024,98,R,1699044,1,1
My Spy The Eternal City,2024,112,PG-13,0,1,1
Justice League: Crisis on Infinite Earths Part Three,2024,99,PG-13,0,1,1
Kingdom: Return of the Great General,2024,146,R,54114815,1,1
Sing Sing,2024,107,R,3401789,1,1
Descendants: The Rise of Red,2024,92,G,0,1,1
Project Silence,2024,96,16,6283415,1,1
Longlegs,2024,101,R,127961936,1,1
Fly Me to the Moon,2024,132,PG-13,42247783,1,1
Twisters,2024,123,PG-13,372262265,1,1
MaXXXine,2024,103,R,22057160,1,1
Space Cadet,2024,110,PG-13,0,1,1
Kill,2024,105,R,5600000,1,1
Look Back,2024,58,NR,12648664,1,1
The Count of Monte Cristo,2024,178,NR,75360860,1,1
A Family Affair,2024,114,PG-13,0,1,1
Horizon: An American Saga - Chapter 1,2024,182,R,38735702,1,1
A Quiet Place: Day One,2024,100,PG-13,261907653,1,1
Thelma,2024,98,PG-13,12537071,1,1
Trigger Warning,2024,106,R,0,1,1
Despicable Me 4,2024,94,PG,969597394,1,1
Beverly Hills Cop: Axel F,2024,118,R,0,1,1
Survive,2024,90,13,0,1,1
The Bikeriders,2024,116,R,36110860,1,1
Ultraman: Rising,2024,117,PG,0,1,1
Inside Out 2,2024,97,PG,1698863816,1,1
Am I OK?,2024,86,R,0,1,1
The Watchers,2024,102,PG-13,51147812,1,1
Baki Hanma VS Kengan Ashura,2024,60,R,0,1,1
Bad Boys: Ride or Die,2024,115,R,404547819,1,1
Under Paris,2024,104,R,0,1,1
In a Violent Nature,2024,94,NR,4258197,1,1
Young Woman and the Sea,2024,129,PG,581725,1,1
Kinds of Kindness,2024,164,R,16398509,1,1
The Exorcism,2024,96,R,12610418,1,1
Atlas,2024,120,PG-13,0,1,1
Furiosa: A Mad Max Saga,2024,149,R,174287546,1,1
Hit Man,2024,116,R,5101673,1,1
The Strangers: Chapter 1,2024,91,R,48166448,1,1
The Second Act,2024,80,13,0,1,1
Mother of the Bride,2024,90,PG,0,1,1
Kingdom of the Planet of the Apes,2024,145,PG-13,397378150,1,1
IF,2024,104,PG,190309707,1,1
I Saw the TV Glow,2024,100,PG-13,5396508,1,1
The Idea of You,2024,116,R,36178,1,1
Twilight of the Warriors: Walled In,2024,125,R,95399186,1,1
Tarot,2024,92,PG-13,49256239,1,1
Unfrosted,2024,97,PG-13,0,1,1
The Garfield Movie,2024,100,PG,254907482,1,1
Boy Kills World,2024,110,R,3139717,1,1
The Fall Guy,2024,127,PG-13,181073291,1,1
Rebel Moon - Part Two: The Scargiver,2024,123,PG-13,0,1,1
A Little Something Extra,2024,89,6,84058132,1,1
Challengers,2024,132,R,94182533,1,1
The Ministry of Ungentlemanly Warfare,2024,120,R,29768915,1,1
Abigail,2024,109,R,43015969,1,1
Damaged,2024,98,R,0,1,1
Sting,2024,92,R,2801252,1,1
Arcadian,2024,92,R,1134275,1,1
Back to Black,2024,122,R,51001975,1,1
Meet the Leroys,2024,102,12,0,1,1
Civil War,2024,109,R,126542249,1,1
How to Make Millions Before Grandma Dies,2024,126,NR,73800000,1,1
The Tearsmith,2024,106,R,0,1,1
Monkey Man,2024,121,R,35271631,1,1
The First Omen,2024,119,R,53992802,1,1
The Wages of Fear,2024,107,R,0,1,1
The Good Teacher,2024,92,M,0,1,1
Godzilla x Kong: The New Empire,2024,115,PG-13,571750016,1,1
Winnie-the-Pooh: Blood and Honey 2,2024,93,NR,7582541,1,1
Something in the Water,2024,86,R,0,1,1
Sleeping Dogs,2024,112,R,0,1,1
Immaculate,2024,89,R,35340015,1,1
Ghostbusters: Frozen Empire,2024,115,PG-13,201967521,1,1
Late Night with the Devil,2024,93,R,15469415,1,1
Prey,2024,86,16,0,1,1
Knox Goes Away,2024,114,R,0,1,1
Arthur the King,2024,107,PG-13,40829138,1,1
Irish Wish,2024,94,PG,0,1,1
Road House,2024,121,R,0,1,1
The Thundermans Return,2024,70,G,0,1,1
Ricky Stanicky,2024,113,R,0,1,1
Love Lies Bleeding,2024,104,R,12778225,1,1
Damsel,2024,107,PG-13,5000,1,1
Imaginary,2024,104,PG-13,43787034,1,1
Kung Fu Panda 4,2024,94,PG,548040835,1,1
Megamind vs. the Doom Syndicate,2024,83,G,0,1,1
Code 8 Part II,2024,101,R,0,1,1
Dune: Part Two,2024,167,PG-13,714444358,1,1
Through My Window 3: Looking at You,2024,105,15+,0,1,1
Wicked Little Letters,2024,100,R,27219729,1,1
Spaceman,2024,108,R,0,1,1
Ordinary Angels,2024,118,PG,20571534,1,1
Drive-Away Dolls,2024,84,R,7935363,1,1
Exhuma,2024,134,NR,97974828,1,1
Cuckoo,2024,103,R,6680396,1,1
Bob Marley: One Love,2024,104,PG-13,180828556,1,1
Madame Web,2024,117,PG-13,100498764,1,1
Players,2024,105,R,0,1,1
Land of Bad,2024,113,R,7021101,1,1
DaaaaaalÃ­!,2024,77,R 18+,3,1,1
Upgraded,2024,105,R,0,1,1
Lisa Frankenstein,2024,102,PG-13,9927714,1,1
Cocorico,2024,91,8,18259571,1,1
Orion and the Dark,2024,90,PG,0,1,1
Argylle,2024,139,PG-13,96221061,1,1
Badland Hunters,2024,107,R,0,1,1
Beautiful Wedding,2024,95,R,1781246,1,1
Sixty Minutes,2024,89,R,0,1,1
It's What's Inside,2024,105,R,0,1,1
I.S.S.,2024,96,R,6605079,1,1
No Way Up,2024,90,R,0,1,1
Miller's Girl,2024,93,R,1430985,1,1
Mothers' Instinct,2024,94,R,2681023,1,1
Lift,2024,107,PG-13,0,1,1
Mean Girls,2024,113,PG-13,104970953,1,1
Alienoid: Return to the Future,2024,122,M,10824208,1,1
One More Shot,2024,102,R,0,1,1
Justice League: Crisis on Infinite Earths Part One,2024,93,PG-13,0,1,1
The Beekeeper,2024,106,R,152720535,1,1
Self Reliance,2024,91,R,0,1,1
Night Swim,2024,98,PG-13,54783093,1,1
Baghead,2023,95,PG-13,6691851,1,1
Infested,2023,106,NR,2110014,1,1
The Boys in the Boat,2023,124,PG-13,54401583,1,1
The Color Purple,2023,141,PG-13,68919191,1,1
SPY x FAMILY CODE: White,2023,110,PG-13,59629242,1,1
All of Us Strangers,2023,105,R,14864960,1,1
Anyone But You,2023,103,R,214891370,1,1
The Iron Claw,2023,132,R,40130232,1,1
One Life,2023,109,PG,51437352,1,1
Aquaman and the Lost Kingdom,2023,124,PG-13,440181226,1,1
Society of the Snow,2023,144,R,1281,1,1
Rebel Moon - Part One: A Child of Fire,2023,134,PG-13,0,1,1
The Zone of Interest,2023,105,PG-13,52631884,1,1
The Family Plan,2023,118,PG-13,0,1,1
Adagio,2023,127,NR,0,1,1
The Bricklayer,2023,110,R,899683,1,1
Role Play,2023,101,R,0,1,1
Ferrari,2023,131,R,39220516,1,1
The Three Musketeers: Milady,2023,115,PG-13,21730766,1,1
Chicken Run: Dawn of the Nugget,2023,101,PG,0,1,1
Poor Things,2023,141,R,117607117,1,1
Migration,2023,82,PG,298776052,1,1
Robot Dreams,2023,102,NR,4656348,1,1
Wonka,2023,117,PG,634502312,1,1
Eileen,2023,98,R,1560142,1,1
Silent Night,2023,104,R,0,1,1
Family Switch,2023,106,PG,0,1,1
Candy Cane Lane,2023,117,PG,0,1,1
Napoleon,2023,158,R,220597098,1,1
Leave the World Behind,2023,142,R,0,1,1
Mars Express,2023,89,NR,1455713,1,1
Maestro,2023,129,R,300000,1,1
Leo,2023,102,PG,0,1,1
Thanksgiving,2023,106,R,46553280,1,1
Saltburn,2023,131,R,21013738,1,1
May December,2023,117,R,4232370,1,1
Next Goal Wins,2023,104,PG-13,18062279,1,1
The Hunger Games: The Ballad of Songbirds & Snakes,2023,157,PG-13,337371917,1,1
Wish,2023,95,PG,254997360,1,1
American Fiction,2023,117,R,22483370,1,1
Perfect Days,2023,124,PG,24094016,1,1
Dream Scenario,2023,102,R,14114415,1,1
The Taste of Things,2023,135,PG-13,5970753,1,1
The Marvels,2023,105,PG-13,206136825,1,1
Godzilla Minus One,2023,124,PG-13,113676322,1,1
How to Have Sex,2023,91,NR,1216642,1,1
Locked In,2023,96,R,0,1,1
Wingwomen,2023,114,R,0,1,1
Priscilla,2023,113,R,30140906,1,1
The Holdovers,2023,133,R,42513270,1,1
There's Still Tomorrow,2023,118,NR,50121593,1,1
The Killer,2023,118,R,362113,1,1
Five Nights at Freddy's,2023,110,PG-13,297144130,1,1
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023,45,PG,0,1,1
Old Dads,2023,102,R,0,1,1
Pain Hustlers,2023,122,R,0,1,1
Radical,2023,126,PG-13,21761164,1,1
The Other Zoey,2023,91,PG-13,168000,1,1
A Difficult Year,2023,120,M,7004555,1,1
NYAD,2023,121,PG-13,0,1,1
Killers of the Flower Moon,2023,206,R,158722599,1,1
The Conference,2023,101,18,0,1,1
TAYLOR SWIFT | THE ERAS TOUR,2023,169,PG-13,261656269,1,1
Humanist Vampire Seeking Consenting Suicidal Person,2023,91,M,97578,1,1
Trolls Band Together,2023,91,PG,209646030,1,1
La Chimera,2023,131,NR,4933288,1,1
Dark Harvest,2023,96,R,0,1,1
In the Land of Saints and Sinners,2023,106,R,0,1,1
Ballerina,2023,93,R,0,1,1
The Burial,2023,126,R,0,1,1
Foe,2023,111,R,0,1,1
The Promised Land,2023,127,NR,2246680,1,1
Sister Death,2023,91,R,0,1,1
Freelance,2023,108,R,9112817,1,1
When Evil Lurks,2023,100,NR,2090252,1,1
The Animal Kingdom,2023,127,13,9138503,1,1
The Exorcist: Believer,2023,111,R,136284218,1,1
Poison,2023,17,PG,0,1,1
Nowhere,2023,109,R,0,1,1
The Old Oak,2023,113,14,7702015,1,1
Muzzle,2023,100,R,7807,1,1
57 Seconds,2023,99,R,0,1,1
Reptile,2023,136,R,0,1,1
The Rat Catcher,2023,17,PG,0,1,1
Totally Killer,2023,105,R,0,1,1
Fair Play,2023,113,R,0,1,1
The Marsh King's Daughter,2023,109,R,0,1,1
The Swan,2023,17,PG,0,1,1
Saw X,2023,118,R,125319714,1,1
Dogman,2023,115,R,4082217,1,1
The Creator,2023,134,PG-13,104272136,1,1
Return,2023,61,NR,0,1,1
Forgotten Love,2023,140,PG-13,0,1,1
Once Upon a Studio,2023,9,G,0,1,1
Pet Sematary: Bloodlines,2023,87,R,0,1,1
Â¿Quieres ser mi hijo?,2023,100,PG-13,0,1,1
PAW Patrol: The Mighty Movie,2023,87,PG,202231360,1,1
No One Will Save You,2023,93,PG-13,0,1,1
The Wonderful Story of Henry Sugar,2023,39,PG,0,1,1
Acid,2023,99,12,0,1,1
The Abyss,2023,104,R,0,1,1
Coup de Chance,2023,96,PG-13,7837847,1,1
Dumb Money,2023,105,R,20703794,1,1
Love at First Sight,2023,91,PG-13,0,1,1
Expend4bles,2023,103,R,37917985,1,1
Fallen Leaves,2023,81,NR,12400000,1,1
The Kill Room,2023,98,R,476375,1,1
A Haunting in Venice,2023,104,PG-13,121400000,1,1
A Real Job,2023,100,7,3452861,1,1
After Everything,2023,93,R,10644463,1,1
Quiz Lady,2023,99,R,0,1,1
A Million Miles Away,2023,122,PG,0,1,1
Finestkind,2023,126,R,0,1,1
El Conde,2023,112,R,0,1,1
Io Capitano,2023,121,MA 15+,0,1,1
Jawan,2023,169,PG-13,136698671,1,1
It Lives Inside,2023,99,PG-13,4800000,1,1
The Nun II,2023,110,R,269670590,1,1
The Equalizer 3,2023,109,R,191067560,1,1
Sentinelle,2023,98,NC16,0,1,1
Killer Book Club,2023,89,R,0,1,1
Bottoms,2023,91,R,12976079,1,1
Vacation Friends 2,2023,106,R,0,1,1
The Retirement Plan,2023,103,R,0,1,1
Anatomy of a Fall,2023,151,R,35634133,1,1
Retribution,2023,91,R,18685751,1,1
Puppy Love,2023,106,R,0,1,1
You Are So Not Invited to My Bat Mitzvah,2023,103,PG-13,0,1,1
The Hill,2023,121,PG,7600000,1,1
Strays,2023,93,R,32000000,1,1
Blue Beetle,2023,128,PG-13,130788072,1,1
Strange Darling,2023,98,R,4853595,1,1
Red Rooms,2023,118,NR,88902,1,1
The Monkey King,2023,92,PG,0,1,1
Jules,2023,87,PG-13,2000000,1,1
Gran Turismo,2023,135,PG-13,121700000,1,1
Concrete Utopia,2023,130,NR,28900000,1,1
Heart of Stone,2023,122,PG-13,0,1,1
The Last Voyage of the Demeter,2023,119,R,21600000,1,1
Zom 100: Bucket List of the Dead,2023,129,R,0,1,1
Soulcatcher,2023,99,R,0,1,1
Yannick,2023,67,12,3500000,1,1
Meg 2: The Trench,2023,116,PG-13,384056482,1,1
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,100,PG,180513586,1,1
"Red, White & Royal Blue",2023,121,R,0,1,1
Talk to Me,2023,95,R,91959188,1,1
Haunted Mansion,2023,123,PG-13,117449790,1,1
Justice League: Warworld,2023,90,R,0,1,1
Happiness for Beginners,2023,103,PG-13,0,1,1
Fear the Night,2023,92,MA 15+,0,1,1
Sympathy for the Devil,2023,90,R,0,1,1
Oppenheimer,2023,181,R,952000000,1,1
Cobweb,2023,88,R,10091821,1,1
Creation of the Gods I: Kingdom of Storms,2023,148,16,369081777,1,1
The Flood,2023,93,R,0,1,1
Bird Box Barcelona,2023,112,R,0,1,1
The Boy and the Heron,2023,124,PG-13,294200000,1,1
Mission: Impossible - Dead Reckoning Part One,2023,164,PG-13,571125435,1,1
The Out-Laws,2023,95,R,0,1,1
Gold Brick,2023,95,R,0,1,1
Hidden Strike,2023,103,PG-13,0,1,1
Insidious: The Red Door,2023,107,PG-13,189086877,1,1
"Miraculous: Ladybug & Cat Noir, The Movie",2023,100,PG,40208268,1,1
Sound of Freedom,2023,131,PG-13,250600000,1,1
Warhorse One,2023,125,R,0,1,1
"Ruby Gillman, Teenage Kraken",2023,91,PG,46247409,1,1
Indiana Jones and the Dial of Destiny,2023,155,PG-13,383963057,1,1
Paradise,2023,117,R,0,1,1
Through My Window: Across the Sea,2023,110,R,0,1,1
Nimona,2023,101,PG,0,1,1
Resident Evil: Death Island,2023,91,R,53929,1,1
Joy Ride,2023,94,R,15800000,1,1
Barbie,2023,114,PG-13,1445638421,1,1
Black Clover: Sword of the Wizard King,2023,113,PG-13,0,1,1
Carl's Date,2023,9,G,0,1,1
The Blackening,2023,97,R,16000000,1,1
No Hard Feelings,2023,104,R,83000000,1,1
Elemental,2023,102,PG,496444308,1,1
They Cloned Tyrone,2023,122,R,0,1,1
The Flash,2023,144,PG-13,271333313,1,1
Extraction 2,2023,122,R,0,1,1
My Fault,2023,117,18,0,1,1
Asteroid City,2023,105,PG-13,47281670,1,1
The Book of Solutions,2023,102,AL,3557686,1,1
Transformers: Rise of the Beasts,2023,127,PG-13,441381193,1,1
Monster,2023,125,PG-13,0,1,1
Reality,2023,83,M,0,1,1
Past Lives,2023,106,PG-13,28126646,1,1
A Beautiful Life,2023,99,R,0,1,1
The Roundup: No Way Out,2023,105,16,83410298,1,1
Spider-Man: Across the Spider-Verse,2023,140,PG,690897910,1,1
The Boogeyman,2023,99,PG-13,82344833,1,1
The Wrath of Becky,2023,83,R,207118,1,1
Strange Way of Life,2023,31,R,1057090,1,1
About My Father,2023,90,PG-13,18167819,1,1
Kidnapped,2023,134,M,4123091,1,1
Kandahar,2023,119,R,9400000,1,1
Just the Two of Us,2023,105,15+,5099005,1,1
Master Gardener,2023,111,R,1506008,1,1
Influencer,2023,92,16,0,1,1
The Little Mermaid,2023,135,PG,569626289,1,1
Fast X,2023,142,PG-13,704709660,1,1
Jeanne du Barry,2023,117,M,13000000,1,1
Crater,2023,104,PG,0,1,1
White Men Can't Jump,2023,101,R,0,1,1
Hypnotic,2023,93,R,16014123,1,1
The Teachers' Lounge,2023,98,PG-13,0,1,1
Love Again,2023,104,PG-13,10000000,1,1
The Mother,2023,115,R,0,1,1
Guardians of the Galaxy Vol. 3,2023,150,PG-13,845550000,1,1
AKA,2023,122,16,0,1,1
Big George Foreman,2023,129,PG-13,3800000,1,1
Knights of the Zodiac,2023,113,PG-13,7000000,1,1
The Black Demon,2023,101,R,0,1,1
Blood & Gold,2023,100,R,0,1,1
A Brighter Tomorrow,2023,96,M,6551542,1,1
Peter Pan & Wendy,2023,106,PG,0,1,1
Mighty Morphin Power Rangers: Once & Always,2023,59,G,0,1,1
Junkyard Dog,2023,93,TP,0,1,1
Guy Ritchie's The Covenant,2023,123,R,21948551,1,1
Ghosted,2023,117,PG-13,0,1,1
The Last Kingdom: Seven Kings Must Die,2023,111,R,0,1,1
Nefarious,2023,98,R,5400000,1,1
Beau Is Afraid,2023,179,R,12337378,1,1
Darkland: The Return,2023,110,15+,0,1,1
Mafia Mamma,2023,101,R,3900000,1,1
Evil Dead Rise,2023,96,R,147156372,1,1
Ride On,2023,126,12,36232675,1,1
Chupa,2023,98,PG,0,1,1
Renfield,2023,93,R,26874347,1,1
To Catch a Killer,2023,119,R,3138750,1,1
Air,2023,111,R,90100000,1,1
The Three Musketeers: D'Artagnan,2023,121,NR,31843086,1,1
The Pope's Exorcist,2023,103,R,76987621,1,1
The Super Mario Bros. Movie,2023,93,PG,1362000000,1,1
Hunger,2023,145,R,0,1,1
Beautiful Disaster,2023,96,R,6850036,1,1
Hachiko,2023,124,NR,42423217,1,1
All Your Faces,2023,115,AL,0,1,1
"Are You There God? It's Me, Margaret.",2023,107,PG-13,21800000,1,1
Murder Mystery 2,2023,91,PG-13,0,1,1
Ape vs Mecha Ape,2023,80,14A,0,1,1
Tin & Tina,2023,119,R,0,1,1
A Good Person,2023,128,R,2196991,1,1
Dungeons & Dragons: Honor Among Thieves,2023,134,PG-13,208200000,1,1
John Wick: Chapter 4,2023,170,R,440157245,1,1
Supercell,2023,100,PG-13,0,1,1
Shin Kamen Rider,2023,121,NR,15787771,1,1
Still Time,2023,108,PG-13,0,1,1
Boston Strangler,2023,113,R,0,1,1
Money Shot: The Pornhub Story,2023,95,R,0,1,1
Tetris,2023,118,R,0,1,1
Shazam! Fury of the Gods,2023,130,PG-13,134221819,1,1
Flamin' Hot,2023,99,PG-13,0,1,1
Last Night of Amore,2023,124,M,3800000,1,1
Inside,2023,106,R,170000,1,1
Champions,2023,124,PG-13,9263009,1,1
The Ritual Killer,2023,92,NR,0,1,1
Scream VI,2023,123,R,168961389,1,1
Mixed by Erry,2023,113,R,1120191,1,1
65,2023,92,PG-13,60730568,1,1
